"","borocd","report_month","n_reports_311","n_repairs_dot","total_population","median_age","median_household_income","pct_renters","rental_vacancy_rate","pct_with_college_degree","pct_foreign_born","road_miles"
"57",103,2023-08-31 20:00:00,25,13,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"58",103,2023-09-30 20:00:00,14,5,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"59",103,2023-10-31 20:00:00,27,14,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"60",103,2023-11-30 19:00:00,18,8,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"61",103,2023-12-31 19:00:00,28,15,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"62",103,2024-01-31 19:00:00,27,14,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"63",103,2024-02-29 19:00:00,53,22,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"64",103,2024-03-31 20:00:00,39,11,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"65",103,2024-04-30 20:00:00,36,27,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"66",103,2024-05-31 20:00:00,40,19,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"67",103,2024-06-30 20:00:00,51,29,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"68",103,2024-07-31 20:00:00,35,23,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"69",103,2024-08-31 20:00:00,33,24,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"70",103,2024-09-30 20:00:00,22,8,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"71",103,2024-10-31 20:00:00,22,14,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"72",103,2024-11-30 19:00:00,25,17,153288,39,58967,83.6999969482422,4.5,47.5999984741211,32.0999984741211,57.3204213288849
"73",104,2022-12-31 19:00:00,34,9,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"74",104,2023-01-31 19:00:00,31,20,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"75",104,2023-02-28 19:00:00,45,17,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"76",104,2023-03-31 20:00:00,36,16,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"77",104,2023-04-30 20:00:00,25,8,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"78",104,2023-05-31 20:00:00,31,16,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"79",104,2023-06-30 20:00:00,29,11,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"80",104,2023-07-31 20:00:00,36,15,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"81",104,2023-08-31 20:00:00,23,7,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"82",104,2023-09-30 20:00:00,23,7,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"83",104,2023-10-31 20:00:00,32,14,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"84",104,2023-11-30 19:00:00,23,9,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"85",104,2023-12-31 19:00:00,30,11,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"86",104,2024-01-31 19:00:00,34,11,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"87",104,2024-02-29 19:00:00,50,23,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"88",104,2024-03-31 20:00:00,64,25,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"89",104,2024-04-30 20:00:00,61,30,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
"90",104,2024-05-31 20:00:00,36,16,117099,39.0999984741211,116306,79.3000030517578,6.80000019073486,74,28.2999992370605,51.7556909340589
